page_url,page_views,session_duration,bounce_rate,device_type,browser,operating_system,traffic_status
ErrorPageUrl,573,343,0.82,1,3,2,1
LoginUrl,2570,243,0.55,2,2,4,1
ContactorSupportUrl,9956,880,0.47,3,3,2,0
LoginUrl,9653,170,0.98,3,2,2,0
HomePageUrl,3449,704,0.38,2,4,4,1
HomePageUrl,6013,614,0.96,3,4,4,0
HomePageUrl,2928,496,0.13,2,2,4,1
ProductUrl,6456,553,0.36,2,3,2,0
ContactorSupportUrl,5172,419,0.47,3,4,3,0
HomePageUrl,3345,158,0.62,2,3,1,1
ErrorPageUrl,5772,774,0.74,2,1,3,0
ProductUrl,8649,833,0.12,2,3,2,0
LoginUrl,1871,442,0.9,1,3,3,1
ProductUrl,7644,330,0.43,2,4,2,0
ContactorSupportUrl,2783,41,0.17,1,1,1,1
HomePageUrl,9389,171,0.26,1,2,1,0
SubpageUrl,3506,944,0.68,3,3,3,1
HomePageUrl,2839,16,0.69,1,4,3,1
ErrorPageUrl,1838,956,0.87,1,3,2,1
SubpageUrl,6450,431,0.16,1,1,4,0
LoginUrl,1183,888,1.0,2,4,2,1
SubpageUrl,2153,493,0.88,1,1,2,1
LoginUrl,6669,884,0.12,1,2,4,0
ProductUrl,4248,696,0.19,1,3,3,1
ProductUrl,2662,258,0.88,2,1,3,1
HomePageUrl,5964,969,0.11,1,2,4,0
ErrorPageUrl,927,483,0.36,2,3,1,1
HomePageUrl,4466,569,0.33,2,4,3,1
LoginUrl,773,940,0.14,2,3,4,1
ErrorPageUrl,8711,785,0.86,3,3,2,0
ErrorPageUrl,3817,187,0.89,2,3,1,1
ErrorPageUrl,8405,131,0.39,3,4,4,0
ContactorSupportUrl,3456,874,0.35,3,4,3,1
HomePageUrl,8395,754,0.81,2,1,4,0
ProductUrl,9099,691,0.97,3,4,4,0
ErrorPageUrl,2643,620,0.61,2,3,4,1
ErrorPageUrl,659,159,0.44,2,4,2,1
ErrorPageUrl,9917,84,0.24,1,3,3,0
ProductUrl,9725,526,0.69,1,4,3,0
ErrorPageUrl,7539,447,0.71,2,3,1,0
SubpageUrl,9141,349,0.99,1,4,1,0
ProductUrl,4754,972,0.6,1,1,4,0
SubpageUrl,7719,996,0.64,3,3,3,0
ContactorSupportUrl,2585,223,0.14,1,3,1,1
LoginUrl,1236,868,0.64,1,4,2,1
ContactorSupportUrl,9746,922,0.41,1,1,1,0
ProductUrl,4862,898,0.19,2,4,3,0
LoginUrl,7599,814,0.75,1,4,1,0
HomePageUrl,6373,830,0.74,1,2,2,0
LoginUrl,3648,94,0.58,3,2,1,1
SubpageUrl,5168,771,0.9,2,1,1,0
ErrorPageUrl,2550,934,0.76,2,1,1,1
ErrorPageUrl,208,594,0.51,2,4,3,1
ContactorSupportUrl,8379,262,0.68,1,3,4,0
SubpageUrl,3909,330,0.47,1,3,1,1
LoginUrl,5813,878,0.48,1,1,3,0
LoginUrl,3713,419,0.16,1,2,3,1
HomePageUrl,2727,741,0.35,1,4,2,1
HomePageUrl,1984,789,0.61,3,4,2,1
SubpageUrl,9664,817,0.28,2,3,3,0
ErrorPageUrl,9307,753,0.73,2,1,1,0
ErrorPageUrl,3138,764,0.89,3,3,4,1
ContactorSupportUrl,2547,306,0.71,3,1,1,1
ProductUrl,6344,728,0.57,1,4,2,0
SubpageUrl,1550,299,0.93,3,3,2,1
LoginUrl,3725,440,0.18,2,2,4,1
SubpageUrl,2951,785,0.11,3,3,4,1
LoginUrl,7287,447,0.14,3,1,4,0
ErrorPageUrl,470,555,0.41,1,2,3,1
ProductUrl,2783,584,0.48,3,1,1,1
ProductUrl,820,856,0.92,1,1,2,1
ProductUrl,7744,209,0.51,1,1,2,0
HomePageUrl,3760,461,0.27,3,1,2,1
ProductUrl,9866,85,0.31,1,3,3,0
ErrorPageUrl,6951,355,0.14,3,2,2,0
ProductUrl,4130,863,0.12,1,2,4,1
HomePageUrl,1421,918,0.37,3,4,2,1
HomePageUrl,7168,426,0.2,1,1,1,0
HomePageUrl,1748,389,0.71,2,4,3,1
HomePageUrl,7625,53,0.11,1,3,1,0
ContactorSupportUrl,9417,157,0.32,3,3,1,0
LoginUrl,6380,39,0.24,3,2,4,0
ErrorPageUrl,8250,938,0.92,1,1,4,0
SubpageUrl,2531,194,0.71,3,2,2,1
ProductUrl,7213,375,0.74,2,2,2,0
ErrorPageUrl,8094,832,0.62,1,1,4,0
SubpageUrl,5686,795,0.32,2,2,2,0
ErrorPageUrl,5598,746,0.28,3,4,1,0
HomePageUrl,8923,152,0.85,3,4,4,0
LoginUrl,9481,684,0.86,3,1,3,0
HomePageUrl,1537,245,0.91,1,3,4,1
ProductUrl,3988,607,0.77,2,2,2,1
ContactorSupportUrl,6391,789,0.48,2,3,1,0
LoginUrl,3178,655,0.28,2,1,4,1
SubpageUrl,3661,829,0.88,1,2,4,1
ContactorSupportUrl,5245,598,0.92,1,3,2,0
ProductUrl,6303,117,0.6,1,4,2,0
ErrorPageUrl,4403,385,0.24,2,2,1,1
SubpageUrl,9287,814,0.61,3,4,4,0
HomePageUrl,7478,341,0.98,2,3,2,0
ProductUrl,6272,677,0.57,2,3,2,0
LoginUrl,1511,792,0.58,2,2,2,1
ErrorPageUrl,6177,402,0.77,2,2,2,0
LoginUrl,6763,28,0.34,3,4,2,0
ErrorPageUrl,6136,619,0.17,3,2,3,0
ProductUrl,8075,69,0.41,2,3,3,0
ContactorSupportUrl,7937,861,0.83,2,4,2,0
ContactorSupportUrl,4770,104,0.18,2,4,2,1
SubpageUrl,8554,30,0.83,1,4,3,0
ProductUrl,9375,68,0.73,2,1,1,0
HomePageUrl,9645,928,0.26,2,4,4,0
SubpageUrl,4169,502,0.43,1,4,4,1
ContactorSupportUrl,2873,321,0.43,1,2,2,1
ProductUrl,4726,612,0.87,3,1,3,1
LoginUrl,1571,286,0.59,3,3,1,1
ProductUrl,1697,140,0.5,3,1,3,1
ContactorSupportUrl,2350,285,0.89,3,2,2,1
ProductUrl,8592,807,0.28,2,2,1,0
HomePageUrl,1398,215,0.81,1,1,2,1
LoginUrl,1564,588,0.15,1,3,3,1
HomePageUrl,2408,273,0.29,3,1,1,1
LoginUrl,902,501,0.75,3,1,1,1
ProductUrl,690,107,0.84,2,4,1,1
SubpageUrl,900,706,0.78,2,2,2,1
SubpageUrl,6930,324,0.47,2,4,3,0
ErrorPageUrl,5367,632,0.51,3,1,1,0
LoginUrl,8365,186,0.9,2,4,3,0
ErrorPageUrl,210,225,0.15,2,4,1,1
HomePageUrl,1779,268,0.62,2,1,3,1
ProductUrl,3443,981,0.38,2,2,3,1
LoginUrl,226,582,0.63,3,4,1,1
ErrorPageUrl,4855,956,0.46,2,1,2,0
ProductUrl,302,889,0.11,2,3,3,1
LoginUrl,17,891,0.54,3,3,1,1
HomePageUrl,7048,423,0.65,1,2,4,0
ContactorSupportUrl,8207,273,0.86,1,2,2,0
ErrorPageUrl,477,665,0.2,1,1,1,1
LoginUrl,3529,711,0.31,2,4,1,1
SubpageUrl,5484,588,0.3,3,1,2,0
HomePageUrl,9556,907,0.74,3,1,1,0
ErrorPageUrl,9644,448,0.13,1,1,2,0
SubpageUrl,8938,276,0.47,2,4,3,0
LoginUrl,1560,723,0.69,3,1,3,1
ProductUrl,3195,408,0.26,2,4,3,1
ErrorPageUrl,7180,358,0.32,3,3,3,0
ErrorPageUrl,6122,225,0.45,1,4,2,0
ContactorSupportUrl,6943,865,0.41,2,1,2,0
LoginUrl,5062,928,0.4,2,1,2,0
HomePageUrl,2687,384,0.3,3,3,1,1
LoginUrl,9422,516,0.28,1,3,1,0
ContactorSupportUrl,105,420,0.56,3,1,4,1
HomePageUrl,386,301,0.64,3,1,4,1
ErrorPageUrl,3159,774,0.3,3,2,4,1
ProductUrl,8811,671,0.75,3,1,3,0
ErrorPageUrl,3639,973,0.14,1,3,2,1
ErrorPageUrl,1419,712,0.84,2,2,2,1
LoginUrl,73,5,0.45,2,2,2,1
ContactorSupportUrl,9535,852,0.59,1,4,1,0
ErrorPageUrl,2753,839,0.69,1,3,4,1
SubpageUrl,265,767,0.54,3,2,1,1
ContactorSupportUrl,9203,524,0.87,1,1,3,0
ProductUrl,9927,610,0.68,1,3,1,0
LoginUrl,3620,980,0.6,1,1,1,1
ErrorPageUrl,9405,160,0.31,2,4,2,0
ErrorPageUrl,9621,687,0.11,2,3,2,0
ContactorSupportUrl,2099,471,0.56,2,3,4,1
ContactorSupportUrl,8132,572,0.35,2,2,1,0
HomePageUrl,3278,600,0.62,1,4,2,1
ProductUrl,9072,919,0.14,3,2,2,0
SubpageUrl,2999,190,0.37,1,3,3,1
ProductUrl,7716,924,0.3,1,3,1,0
ProductUrl,9493,27,0.63,2,4,4,0
SubpageUrl,7634,877,0.88,3,1,3,0
LoginUrl,3514,260,0.91,3,4,3,1
LoginUrl,209,400,0.56,3,1,4,1
ErrorPageUrl,8938,322,0.77,3,3,2,0
LoginUrl,2692,7,0.65,3,4,3,1
ErrorPageUrl,2454,689,0.76,3,4,4,1
LoginUrl,2438,216,0.14,1,3,2,1
SubpageUrl,5444,158,0.15,3,3,3,0
ErrorPageUrl,1764,429,0.85,2,2,1,1
LoginUrl,2002,735,0.81,2,2,4,1
HomePageUrl,4999,848,0.72,1,4,4,0
HomePageUrl,9472,243,0.68,1,3,3,0
ProductUrl,5943,887,0.9,1,1,2,0
ContactorSupportUrl,1904,701,0.75,2,2,3,1
LoginUrl,6840,272,0.24,2,3,3,0
LoginUrl,2023,924,0.66,3,3,4,1
HomePageUrl,8907,146,0.76,1,4,3,0
ProductUrl,5635,824,0.23,3,3,1,0
HomePageUrl,5936,413,0.55,3,3,4,0
SubpageUrl,4759,728,0.19,1,2,4,1
SubpageUrl,1531,773,0.33,1,1,2,1
ProductUrl,5656,324,0.41,1,2,3,0
ErrorPageUrl,2276,536,0.28,2,4,2,1
ErrorPageUrl,3683,285,0.71,3,2,1,1
ProductUrl,4626,974,0.42,1,1,4,1
ErrorPageUrl,3623,901,0.9,1,1,4,1
ContactorSupportUrl,6531,832,0.82,2,1,4,0
HomePageUrl,569,670,0.72,3,2,4,1
ProductUrl,5009,825,0.38,3,4,2,0
LoginUrl,1329,605,0.91,2,2,4,1
LoginUrl,5991,53,0.55,2,1,2,0
LoginUrl,7546,764,0.73,3,2,2,0
LoginUrl,4935,470,0.9,2,1,4,1
HomePageUrl,1513,597,0.58,2,2,3,1
HomePageUrl,1275,662,0.72,1,4,2,1
ProductUrl,552,406,0.94,3,2,2,1
ErrorPageUrl,4646,163,0.26,2,2,1,1
ContactorSupportUrl,9577,634,0.28,1,4,1,0
HomePageUrl,6103,586,0.22,1,1,1,0
LoginUrl,4469,608,0.47,3,4,2,1
ErrorPageUrl,7195,781,0.69,1,2,2,0
ErrorPageUrl,2163,784,0.69,3,4,1,1
ProductUrl,6233,229,0.66,1,4,4,0
LoginUrl,9563,137,0.77,1,2,1,0
HomePageUrl,9516,869,0.22,3,4,4,0
ProductUrl,9356,515,0.63,3,4,3,0
HomePageUrl,7743,443,0.91,1,3,4,0
ErrorPageUrl,1361,282,0.14,1,1,4,1
ContactorSupportUrl,6312,341,0.16,3,3,4,0
ErrorPageUrl,4391,745,0.95,1,1,1,1
ErrorPageUrl,232,284,0.49,1,2,1,1
HomePageUrl,8127,434,0.41,3,4,4,0
SubpageUrl,3605,895,0.33,3,3,2,1
LoginUrl,8234,168,0.77,3,2,1,0
LoginUrl,2193,779,0.26,1,4,3,1
LoginUrl,5272,864,0.8,2,4,4,0
ContactorSupportUrl,416,117,0.14,3,4,2,1
ContactorSupportUrl,6538,280,0.53,3,4,1,0
ProductUrl,5883,663,0.29,3,2,1,0
HomePageUrl,6550,32,0.85,2,4,3,0
LoginUrl,8416,591,0.83,1,3,2,0
HomePageUrl,6368,151,0.48,1,4,1,0
LoginUrl,645,765,0.35,2,1,2,1
SubpageUrl,3356,714,0.24,3,1,2,1
LoginUrl,4083,906,0.11,1,1,4,1
ProductUrl,9569,231,0.3,1,1,2,0
SubpageUrl,7232,12,0.57,1,1,4,0
SubpageUrl,5667,911,0.31,1,2,2,0
LoginUrl,2668,792,0.53,1,1,2,1
ContactorSupportUrl,7251,476,0.75,3,4,4,0
ProductUrl,1205,744,0.6,1,2,4,1
LoginUrl,5960,668,0.32,2,4,1,0
ProductUrl,9418,866,0.98,1,4,4,0
SubpageUrl,4073,813,0.78,1,2,3,1
HomePageUrl,111,797,0.55,1,4,1,1
ProductUrl,3382,288,0.99,3,2,3,1
ProductUrl,203,897,0.54,3,1,4,1
ProductUrl,7816,592,0.36,1,2,3,0
ContactorSupportUrl,5987,469,0.87,1,4,3,0
SubpageUrl,3101,849,0.16,2,1,3,1
ProductUrl,1669,307,0.99,1,2,1,1
LoginUrl,5708,738,0.25,2,4,1,0
ErrorPageUrl,2511,100,0.75,3,3,1,1
ErrorPageUrl,5826,697,1.0,1,4,2,0
ErrorPageUrl,3873,194,0.99,2,2,1,1
HomePageUrl,5075,865,0.61,3,4,2,0
ContactorSupportUrl,8521,201,0.49,1,1,3,0
ContactorSupportUrl,8242,440,0.93,1,1,3,0
LoginUrl,7205,108,0.35,2,4,4,0
ProductUrl,1827,556,0.99,1,1,4,1
SubpageUrl,243,902,0.47,2,3,1,1
HomePageUrl,6887,189,0.85,3,1,2,0
HomePageUrl,4330,692,0.43,3,1,2,1
ProductUrl,9224,637,0.26,3,1,1,0
HomePageUrl,2313,933,0.42,3,2,3,1
ErrorPageUrl,1550,537,0.74,1,1,4,1
ContactorSupportUrl,3749,256,0.37,1,2,1,1
ProductUrl,8030,926,0.69,2,1,4,0
HomePageUrl,2152,953,0.48,2,1,1,1
HomePageUrl,5798,331,0.51,1,2,1,0
LoginUrl,2619,596,0.71,2,1,3,1
ContactorSupportUrl,4042,558,0.64,1,3,1,1
LoginUrl,7219,925,0.8,2,4,1,0
LoginUrl,7243,606,0.35,2,3,1,0
ProductUrl,1135,821,0.23,1,2,4,1
ContactorSupportUrl,2938,228,0.76,1,1,3,1
ContactorSupportUrl,1461,695,0.26,2,1,2,1
ErrorPageUrl,9686,267,0.46,1,2,2,0
SubpageUrl,9568,661,0.48,2,4,2,0
HomePageUrl,754,328,0.46,3,3,3,1
ProductUrl,7101,297,0.82,2,1,3,0
HomePageUrl,9127,617,0.69,2,4,3,0
LoginUrl,1447,336,0.7,1,3,3,1
HomePageUrl,253,557,0.37,3,3,3,1
SubpageUrl,3515,365,0.86,3,3,2,1
ContactorSupportUrl,5992,833,0.34,3,4,2,0
SubpageUrl,3176,112,0.72,2,1,3,1
HomePageUrl,6404,768,0.96,3,4,1,0
ProductUrl,7155,747,0.58,3,4,4,0
SubpageUrl,5391,572,0.86,2,1,2,0
ErrorPageUrl,5213,91,0.43,3,2,3,1
SubpageUrl,4547,550,0.57,2,1,2,1
HomePageUrl,6212,120,0.26,2,2,2,0
ErrorPageUrl,6038,271,0.93,1,2,3,0
SubpageUrl,6369,651,0.27,1,2,1,0
SubpageUrl,4210,742,0.97,2,1,1,1
HomePageUrl,2052,445,0.33,2,4,1,1
ProductUrl,7860,453,0.91,1,2,4,0
SubpageUrl,3159,807,0.66,3,1,2,1
LoginUrl,1176,952,0.19,2,4,1,1
HomePageUrl,321,44,0.26,1,1,2,1
LoginUrl,5141,249,0.99,3,4,2,1
SubpageUrl,5906,425,0.33,1,2,1,0
ProductUrl,1101,476,0.97,2,4,2,1
HomePageUrl,2771,105,0.86,3,3,4,1
ErrorPageUrl,2061,842,0.17,3,3,4,1
HomePageUrl,8238,885,0.25,2,4,2,0
ProductUrl,5048,124,0.6,3,4,1,1
ProductUrl,3771,659,0.66,3,3,2,1
HomePageUrl,6752,316,0.92,2,4,3,0
ContactorSupportUrl,3233,214,0.23,3,4,2,1
ErrorPageUrl,8641,387,0.35,1,4,4,0
ProductUrl,9293,811,0.11,1,1,3,0
LoginUrl,6306,895,0.39,1,2,1,0
ContactorSupportUrl,4614,817,0.42,2,1,4,1
ProductUrl,2924,612,0.9,2,3,3,1
ContactorSupportUrl,8586,791,0.86,2,4,4,0
LoginUrl,3292,173,0.35,3,3,4,1
ErrorPageUrl,1136,14,0.87,3,3,2,1
LoginUrl,6873,99,0.19,3,3,1,0
LoginUrl,3620,140,0.8,3,2,2,1
LoginUrl,551,278,0.89,3,4,4,1
LoginUrl,4844,295,0.7,2,2,2,1
HomePageUrl,1355,953,0.43,3,2,2,1
SubpageUrl,1452,349,0.69,3,2,1,1
ContactorSupportUrl,1314,198,0.73,1,2,2,1
ErrorPageUrl,1113,766,0.26,3,3,2,1
ContactorSupportUrl,6657,485,0.21,1,1,1,0
ContactorSupportUrl,1218,989,0.21,2,3,4,1
ProductUrl,9739,164,0.91,1,4,4,0
LoginUrl,7522,456,0.15,3,3,2,0
ContactorSupportUrl,8538,950,0.5,1,1,2,0
HomePageUrl,7724,46,0.65,2,1,2,0
ProductUrl,9093,719,0.3,3,2,1,0
LoginUrl,6233,155,0.96,2,3,1,0
LoginUrl,7960,374,0.22,3,4,3,0
ProductUrl,7921,984,0.36,2,2,3,0
ProductUrl,9092,59,0.79,2,2,2,0
ContactorSupportUrl,1681,72,0.41,1,1,2,1
SubpageUrl,9586,697,0.18,1,4,2,0
ProductUrl,1367,299,0.65,2,4,2,1
LoginUrl,9204,842,0.16,2,3,1,0
HomePageUrl,8532,20,0.15,3,3,1,0
ContactorSupportUrl,6791,453,0.33,2,2,4,0
HomePageUrl,4356,664,0.46,3,2,2,1
ContactorSupportUrl,376,936,0.65,3,4,4,1
ErrorPageUrl,8292,796,0.77,1,2,3,0
ProductUrl,5616,74,0.63,3,1,4,0
SubpageUrl,4279,384,0.94,1,3,1,1
HomePageUrl,5989,968,0.25,1,4,2,0
HomePageUrl,6681,37,0.9,1,4,4,0
ErrorPageUrl,1487,101,0.95,2,3,3,1
ContactorSupportUrl,7151,611,0.53,3,3,2,0
ProductUrl,6388,92,0.17,3,2,3,0
LoginUrl,9424,63,0.48,3,3,4,0
ContactorSupportUrl,3216,837,0.97,1,4,3,1
HomePageUrl,7328,277,0.28,2,1,1,0
LoginUrl,8079,532,0.6,3,4,2,0
ErrorPageUrl,2674,172,0.62,1,2,1,1
LoginUrl,9287,452,0.88,1,3,1,0
ProductUrl,2654,553,0.37,2,3,4,1
SubpageUrl,7075,709,0.92,2,4,4,0
SubpageUrl,5523,389,0.81,3,4,4,0
ErrorPageUrl,3260,422,0.66,3,4,4,1
HomePageUrl,5720,806,0.6,1,1,1,0
HomePageUrl,8177,972,0.7,1,1,1,0
ErrorPageUrl,2598,566,0.44,1,4,4,1
ErrorPageUrl,6126,177,0.27,3,1,2,0
HomePageUrl,3679,450,0.14,2,1,3,1
ProductUrl,1846,960,0.2,2,3,4,1
HomePageUrl,9332,808,0.85,2,4,4,0
ErrorPageUrl,964,606,0.73,2,1,1,1
ProductUrl,2612,805,0.87,3,2,2,1
LoginUrl,1458,702,0.19,2,2,2,1
LoginUrl,2205,337,0.2,1,2,3,1
HomePageUrl,518,829,0.87,2,2,3,1
ProductUrl,6128,895,0.44,1,4,2,0
HomePageUrl,6621,362,0.33,1,1,1,0
HomePageUrl,2844,257,0.7,3,4,3,1
LoginUrl,8625,713,0.86,3,1,1,0
ContactorSupportUrl,9977,274,0.5,1,2,1,0
LoginUrl,6427,527,0.56,1,3,3,0
HomePageUrl,4341,129,0.15,1,4,2,1
SubpageUrl,5690,813,0.2,2,1,3,0
ContactorSupportUrl,1761,904,0.49,3,4,2,1
ProductUrl,4309,695,0.49,1,2,3,1
LoginUrl,555,505,0.84,3,1,2,1
ContactorSupportUrl,8789,263,0.69,3,3,1,0
ContactorSupportUrl,5249,836,0.18,3,2,3,0
ContactorSupportUrl,5698,6,0.8,1,3,4,0
ProductUrl,6672,119,0.57,2,4,3,0
ErrorPageUrl,4809,404,0.23,2,2,3,1
ErrorPageUrl,6047,187,0.64,1,4,4,0
ContactorSupportUrl,647,758,0.94,2,4,4,1
ErrorPageUrl,858,647,0.18,2,2,1,1
ProductUrl,2418,991,0.3,3,3,4,1
HomePageUrl,4936,846,0.11,1,1,3,0
ContactorSupportUrl,6774,492,0.13,3,4,4,0
ProductUrl,6268,950,0.75,3,4,1,0
LoginUrl,4572,613,1.0,3,4,3,1
ErrorPageUrl,5825,155,0.77,2,3,1,0
HomePageUrl,4753,938,0.19,2,2,2,0
SubpageUrl,7514,90,0.78,1,3,4,0
HomePageUrl,1860,837,0.29,1,2,4,1
ContactorSupportUrl,5930,939,0.52,1,1,3,0
SubpageUrl,6959,300,0.89,1,3,4,0
ErrorPageUrl,7237,586,0.34,1,4,2,0
ProductUrl,7457,275,0.32,2,4,1,0
ProductUrl,8242,98,0.92,1,4,3,0
SubpageUrl,8927,798,0.61,1,1,4,0
LoginUrl,7877,342,0.42,2,3,2,0
ContactorSupportUrl,6379,118,0.42,2,3,3,0
ProductUrl,3866,226,0.68,2,2,2,1
SubpageUrl,700,421,0.76,1,1,1,1
ErrorPageUrl,6023,690,0.24,3,2,1,0
SubpageUrl,9853,370,0.1,2,4,3,0
LoginUrl,4196,423,0.37,1,4,2,1
ProductUrl,6389,578,0.55,1,4,1,0
ContactorSupportUrl,4897,706,0.87,2,3,4,1
ErrorPageUrl,8684,347,0.2,2,1,2,0
LoginUrl,2411,409,0.32,3,3,3,1
ContactorSupportUrl,3612,803,0.39,1,3,2,1
LoginUrl,536,732,0.15,1,2,2,1
LoginUrl,4247,477,0.16,3,4,1,1
ProductUrl,4011,988,0.82,3,2,3,1
LoginUrl,812,794,0.77,2,4,1,1
ProductUrl,1831,149,0.31,1,1,3,1
HomePageUrl,6469,713,0.41,1,4,3,0
LoginUrl,2884,20,0.33,3,2,2,1
LoginUrl,3083,234,0.78,1,4,2,1
LoginUrl,2831,966,0.97,3,3,1,1
ErrorPageUrl,1731,810,0.67,3,3,2,1
ContactorSupportUrl,7431,834,0.74,2,4,2,0
SubpageUrl,309,79,0.88,1,4,3,1
SubpageUrl,8754,61,0.53,3,3,4,0
ContactorSupportUrl,6012,839,0.51,1,1,1,0
SubpageUrl,4927,526,0.5,3,2,4,1
ProductUrl,7239,343,0.57,1,3,3,0
ProductUrl,7960,816,0.33,3,3,3,0
HomePageUrl,6409,556,0.94,3,3,1,0
ContactorSupportUrl,5934,154,0.48,2,4,2,0
ErrorPageUrl,6346,363,0.17,1,4,3,0
ContactorSupportUrl,7906,176,0.5,2,1,1,0
ErrorPageUrl,1,187,0.18,3,2,4,1
HomePageUrl,4541,861,0.7,1,4,3,1
SubpageUrl,1499,336,0.95,3,2,1,1
ContactorSupportUrl,6247,105,0.35,2,2,3,0
ErrorPageUrl,2468,601,0.14,2,4,4,1
ContactorSupportUrl,7966,90,0.72,2,4,4,0
ProductUrl,6540,110,0.22,1,2,3,0
HomePageUrl,7261,818,0.6,1,2,2,0
ProductUrl,8156,872,0.37,1,3,4,0
LoginUrl,3061,11,0.3,1,3,2,1
ProductUrl,5941,220,0.16,1,1,4,0
ProductUrl,6131,235,0.27,1,3,2,0
HomePageUrl,7775,741,0.72,3,3,1,0
LoginUrl,4053,656,0.93,1,1,3,1
ProductUrl,8929,527,0.13,1,4,1,0
ContactorSupportUrl,449,427,0.7,3,4,2,1
SubpageUrl,6791,477,0.8,3,2,4,0
LoginUrl,7610,649,0.99,2,3,4,0
LoginUrl,3413,977,0.96,1,1,4,1
ContactorSupportUrl,9916,653,0.56,2,4,4,0
LoginUrl,1123,38,0.82,1,4,2,1
HomePageUrl,2081,373,0.8,2,4,3,1
HomePageUrl,3266,217,0.32,3,4,4,1
SubpageUrl,6396,875,0.83,1,1,3,0
ProductUrl,7782,456,0.18,3,3,4,0
LoginUrl,7255,452,0.88,2,1,2,0
HomePageUrl,3444,218,0.43,3,1,1,1
LoginUrl,1078,913,0.4,1,4,2,1
LoginUrl,8388,119,0.37,1,4,1,0
HomePageUrl,9889,568,0.51,3,2,3,0
ProductUrl,1797,253,0.55,2,4,2,1
ProductUrl,2439,136,0.69,2,1,2,1
ProductUrl,7401,461,0.14,1,3,2,0
ProductUrl,3510,448,0.16,3,3,1,1
HomePageUrl,6955,942,0.3,1,3,4,0
LoginUrl,1802,242,0.19,1,2,4,1
HomePageUrl,9739,919,0.33,3,2,4,0
ErrorPageUrl,4801,347,0.43,2,1,3,1
SubpageUrl,3574,272,0.45,2,2,4,1
ProductUrl,7903,100,0.47,3,4,4,0
ContactorSupportUrl,6793,550,0.75,3,4,4,0
LoginUrl,9441,70,0.13,3,3,1,0
HomePageUrl,6133,130,0.69,2,2,4,0
ProductUrl,7428,97,0.87,1,3,3,0
ErrorPageUrl,9151,225,0.95,3,2,4,0
HomePageUrl,826,988,0.56,2,2,4,1
ErrorPageUrl,7857,966,0.38,3,2,4,0
ErrorPageUrl,219,274,0.8,2,1,3,1
HomePageUrl,3742,736,0.5,2,3,4,1
HomePageUrl,1598,454,0.66,1,4,3,1
ErrorPageUrl,7654,284,0.48,2,4,1,0
ProductUrl,9989,521,0.58,1,2,3,0
ProductUrl,5287,237,0.97,3,1,3,0
LoginUrl,2656,759,0.83,3,1,2,1
ErrorPageUrl,3185,399,0.47,3,3,1,1
ContactorSupportUrl,5080,820,0.46,2,4,1,0
ErrorPageUrl,4156,639,0.3,1,3,4,1
HomePageUrl,405,154,0.41,3,3,4,1
ErrorPageUrl,8639,917,0.17,3,2,3,0
SubpageUrl,8450,384,0.81,2,2,2,0
ProductUrl,7706,108,0.78,3,2,4,0
HomePageUrl,6457,285,0.6,3,3,2,0
ProductUrl,3215,919,0.1,1,2,3,1
ErrorPageUrl,5301,627,0.51,3,2,4,0
ErrorPageUrl,1424,856,0.57,1,2,1,1
ErrorPageUrl,4161,969,0.9,2,3,3,1
SubpageUrl,1716,280,0.68,1,4,1,1
HomePageUrl,3513,194,0.57,1,2,3,1
LoginUrl,953,694,0.78,3,1,3,1
ContactorSupportUrl,9433,500,0.22,1,3,2,0
ProductUrl,2079,481,0.91,2,3,1,1
ProductUrl,7021,961,0.15,3,3,4,0
HomePageUrl,6199,142,0.55,1,4,2,0
SubpageUrl,2238,751,0.9,2,2,3,1
SubpageUrl,6751,43,0.89,1,1,3,0
ContactorSupportUrl,1092,423,0.75,2,2,4,1
ErrorPageUrl,4481,619,0.64,1,1,4,1
SubpageUrl,9212,892,0.91,3,2,3,0
ContactorSupportUrl,4871,989,0.92,3,4,1,0
ContactorSupportUrl,2276,754,0.65,1,1,4,1
HomePageUrl,2442,189,0.24,2,4,3,1
ErrorPageUrl,8490,295,0.77,1,2,3,0
ContactorSupportUrl,7631,861,0.79,2,3,1,0
LoginUrl,5464,707,0.67,3,4,3,0
LoginUrl,2492,547,0.4,2,4,2,1
SubpageUrl,9370,206,0.21,1,3,3,0
ProductUrl,6590,441,0.53,3,3,4,0
ContactorSupportUrl,6041,542,0.72,1,3,4,0
LoginUrl,6448,236,0.91,2,1,2,0
ContactorSupportUrl,6299,524,0.31,2,1,2,0
ContactorSupportUrl,2735,711,0.39,3,1,2,1
ContactorSupportUrl,1757,230,0.4,1,1,2,1
HomePageUrl,3529,395,0.48,1,4,1,1
SubpageUrl,3184,702,0.6,1,3,4,1
HomePageUrl,5262,587,0.36,2,3,1,0
ContactorSupportUrl,5260,500,0.25,1,2,1,0
ErrorPageUrl,1986,848,0.99,3,2,1,1
SubpageUrl,9711,476,0.13,1,2,3,0
ProductUrl,4701,450,0.18,3,4,3,1
ContactorSupportUrl,483,241,0.14,1,3,4,1
ErrorPageUrl,2296,556,0.34,1,1,3,1
HomePageUrl,8403,487,0.52,3,2,3,0
ContactorSupportUrl,4078,991,0.28,2,2,4,1
LoginUrl,5876,994,0.55,1,1,4,0
ErrorPageUrl,5626,632,0.2,1,2,3,0
HomePageUrl,9024,115,0.82,1,4,1,0
